id,nameId?,Unk2_1,Unk2_2,Unk3_1,Unk3_2,Unk4_1,Unk4_2,Unk5,Unk6_1,Unk6_2,Unk7_1,Unk7_2,Unk8_1,Unk8_2,Unk9,Unk10_1,Unk10_2,Unk11_1,Unk11_2,Unk12_1,Unk12_2,Unk13,Unk14_1,Unk14_2,Unk15_1,Unk15_2,Unk16_1,Unk16_2,Unk17,Unk18_1,Unk18_2,Unk19_1,Unk19_2,Unk20_1,Unk20_2,Unk21,Unk22_1,Unk22_2,Unk23_1,Unk23_2,Unk24_1,Unk24_2,Unk25,Unk26_1,Unk26_2,Unk27_1,Unk27_2,Unk28_1,Unk28_2,Unk29,Unk30_1,Unk30_2,Unk31_1,Unk31_2,Unk32_1,Unk32_2,Unk33,Unk34_1,Unk34_2,Unk35_1,Unk35_2,Unk36_1,Unk36_2,Unk37,Unk38_1,Unk38_2,Unk39,Unk40
91,1273,0,0,10,0,0,0,1255,0,0,10,0,0,0,1303,0,0,10,0,0,0,3065,0,0,10,0,0,0,1158,0,0,10,0,0,0,1184,0,0,10,0,0,0,3044,0,0,10,0,0,0,1340,0,0,10,0,0,0,1286,0,0,10,0,0,0,3125,0,0,10,0
92,1293,0,0,10,0,0,0,1195,0,0,10,0,0,0,1183,0,0,10,0,0,0,3047,0,0,10,0,0,0,1023,0,0,10,0,0,0,3084,0,0,10,0,0,0,1137,0,0,10,0,0,0,1063,0,0,10,0,0,0,1127,0,0,10,0,0,0,1214,0,0,10,0
101,1336,0,0,10,0,0,0,1039,0,0,10,0,0,0,1147,0,0,10,0,0,0,1057,0,0,10,0,0,0,1092,0,0,10,0,0,0,3104,0,0,10,0,0,0,3115,0,0,10,0,0,0,3123,0,0,10,0,0,0,1261,0,0,10,0,0,0,3043,0,0,10,0
102,1120,0,0,10,0,0,0,3068,0,0,10,0,0,0,1314,0,0,10,0,0,0,3129,0,0,10,0,0,0,1266,0,0,10,0,0,0,1275,0,0,10,0,0,0,3054,0,0,10,0,0,0,3111,0,0,10,0,0,0,3128,0,0,10,0,0,0,1314,0,0,10,0
103,1200,0,0,10,0,0,0,1257,0,0,10,0,0,0,1294,0,0,10,0,0,0,1360,0,0,10,0,0,0,1311,0,0,10,0,0,0,1322,0,0,10,0,0,0,1243,0,0,10,0,0,0,1017,0,0,10,0,0,0,1203,0,0,10,0,0,0,1313,0,0,10,0
104,1365,0,0,10,0,0,0,1161,0,0,10,0,0,0,1193,0,0,10,0,0,0,1089,0,0,10,0,0,0,1027,0,0,10,0,0,0,1309,0,0,10,0,0,0,3004,0,0,10,0,0,0,1320,0,0,10,0,0,0,1155,0,0,10,0,0,0,3093,0,0,10,0
121,1099,0,0,10,0,0,0,3063,0,0,10,0,0,0,1073,0,0,10,0,0,0,1227,0,0,10,0,0,0,1138,0,0,10,0,0,0,1095,0,0,10,0,0,0,1095,0,0,10,0,0,0,1168,0,0,10,0,0,0,1214,0,0,10,0,0,0,1168,0,0,10,0
122,1164,0,0,10,0,0,0,1345,0,0,10,0,0,0,1309,0,0,10,0,0,0,1312,0,0,10,0,0,0,3021,0,0,10,0,0,0,3061,0,0,10,0,0,0,3050,0,0,10,0,0,0,1089,0,0,10,0,0,0,1027,0,0,10,0,0,0,1088,0,0,10,0
123,1272,0,0,10,0,0,0,1117,0,0,10,0,0,0,1104,0,0,10,0,0,0,1009,0,0,10,0,0,0,1019,0,0,10,0,0,0,3013,0,0,10,0,0,0,1035,0,0,10,0,0,0,1083,0,0,10,0,0,0,3084,0,0,10,0,0,0,3097,0,0,10,0
131,1058,0,0,10,0,0,0,1184,0,0,10,0,0,0,3006,0,0,10,0,0,0,1191,0,0,10,0,0,0,3024,0,0,10,0,0,0,1286,0,0,10,0,0,0,1240,0,0,10,0,0,0,3060,0,0,10,0,0,0,1094,0,0,10,0,0,0,1273,0,0,10,0
132,1059,0,0,10,0,0,0,3067,0,0,10,0,0,0,1230,0,0,10,0,0,0,1251,0,0,10,0,0,0,3068,0,0,10,0,0,0,1280,0,0,10,0,0,0,1258,0,0,10,0,0,0,1355,0,0,10,0,0,0,3052,0,0,10,0,0,0,1098,0,0,10,0
141,1371,0,0,10,0,0,0,3023,0,0,10,0,0,0,1129,0,0,10,0,0,0,3117,0,0,10,0,0,0,3070,0,0,10,0,0,0,3091,0,0,10,0,0,0,3051,0,0,10,0,0,0,1104,0,0,10,0,0,0,1208,0,0,10,0,0,0,3095,0,0,10,0
142,1253,0,0,10,0,0,0,1027,0,0,10,0,0,0,1125,0,0,10,0,0,0,1096,0,0,10,0,0,0,3100,0,0,10,0,0,0,1260,0,0,10,0,0,0,1352,0,0,10,0,0,0,1165,0,0,10,0,0,0,1307,0,0,10,0,0,0,3048,0,0,10,0
143,1343,0,0,10,0,0,0,1282,0,0,10,0,0,0,3085,0,0,10,0,0,0,1052,0,0,10,0,0,0,1153,0,0,10,0,0,0,1174,0,0,10,0,0,0,1187,0,0,10,0,0,0,3020,0,0,10,0,0,0,1336,0,0,10,0,0,0,1042,0,0,10,0
151,1216,0,0,10,0,0,0,1015,0,0,10,0,0,0,1065,0,0,10,0,0,0,3128,0,0,10,0,0,0,1021,0,0,10,0,0,0,1090,0,0,10,0,0,0,1289,0,0,10,0,0,0,1123,0,0,10,0,0,0,1291,0,0,10,0,0,0,1004,0,0,10,0
152,1001,0,0,10,0,0,0,1101,0,0,10,0,0,0,1359,0,0,10,0,0,0,1171,0,0,10,0,0,0,3000,0,0,10,0,0,0,1100,0,0,10,0,0,0,1255,0,0,10,0,0,0,1163,0,0,10,0,0,0,3052,0,0,10,0,0,0,3001,0,0,10,0
