id,digi1,digi2,digi3,digi4,digi5,digi6
9,388,0,0,0,0,0
10,50,90,706,728,0,0
12,564,151,391,0,0,0
13,81,626,97,0,0,0
14,595,708,9,728,0,0
15,307,705,706,0,0,0
21,344,399,347,0,0,0
24,345,410,21,0,0,0
27,412,302,327,0,0,0
34,73,107,0,0,0,0
35,627,406,0,0,0,0
36,85,584,177,0,0,0
37,129,376,132,0,0,0
38,404,6,177,65,0,0
39,390,0,0,0,0,0
40,0,0,0,0,0,0
43,81,20,391,750,0,0
49,403,409,41,74,715,0
50,322,0,0,0,0,0
53,321,0,0,0,0,0
54,50,90,687,0,0,0
55,321,0,0,0,0,0
56,512,0,0,0,0,0
57,596,73,359,0,0,0
58,303,348,607,56,0,0
61,395,102,70,370,0,0
68,55,569,111,0,0,0
69,113,311,79,753,0,0
70,582,151,389,0,0,0
71,365,54,396,115,676,0
72,564,55,569,63,0,0
73,304,58,314,22,0,0
74,344,68,349,714,3,0
77,53,96,361,713,190,0
78,143,90,111,0,0,0
79,313,14,375,729,0,0
81,567,0,0,0,0,0
84,396,308,77,0,0,0
85,730,377,30,93,13,0
86,4,84,407,0,0,0
87,53,96,390,0,0,0
88,27,135,0,0,0,0
90,322,0,0,0,0,0
91,303,705,42,392,0,0
92,701,96,361,2,0,0
93,457,97,390,750,0,0
94,404,101,71,0,0,0
95,409,74,140,0,0,0
96,325,0,0,0,0,0
97,631,0,0,0,0,0
101,711,365,87,548,0,0
107,730,395,13,43,783,0
111,438,0,0,0,0,0
112,321,0,0,0,0,0
113,707,53,697,9,0,0
114,438,0,0,0,0,0
126,134,364,0,0,0,0
132,11,455,399,347,130,191
134,710,78,209,397,0,0
135,84,345,140,0,0,0
140,394,68,12,16,680,0
143,631,0,0,0,0,0
148,58,92,370,0,0,0
150,723,134,0,0,0,0
151,438,0,0,0,0,0
175,301,327,364,0,0,0
177,218,714,93,13,10,0
182,576,722,140,715,0,0
215,213,214,0,0,0,0
301,11,326,452,363,0,0
302,11,78,326,72,0,0
303,388,0,0,0,0,0
304,303,307,392,0,0,0
305,304,314,454,0,0,0
306,305,401,411,0,0,0
307,510,0,0,0,0,0
308,96,307,706,0,0,0
309,15,87,308,0,0,0
310,309,720,410,0,0,0
311,313,70,752,729,0,0
312,756,311,753,59,0,0
313,50,564,20,708,0,0
314,713,348,389,607,56,0
315,84,82,101,0,0,0
317,0,0,0,0,0,0
