id,digi1,digi2,digi3,digi4,digi5,digi6
9,398,113,341,14,752,0
10,406,409,177,59,412,679
12,407,409,140,345,0,0
13,85,596,584,177,31,107
14,44,4,79,412,413,0
15,400,309,720,82,721,0
21,75,450,24,434,0,0
24,0,0,0,0,0,0
27,88,0,0,0,0,0
34,0,0,0,0,0,0
35,775,0,0,0,0,0
36,0,0,0,0,0,0
37,0,0,0,0,0,0
38,0,0,0,0,0,0
39,435,0,0,0,0,0
40,439,0,0,0,0,0
43,719,718,107,715,0,0
49,772,118,0,0,0,0
50,326,54,363,313,10,676
53,87,113,702,77,680,0
54,402,211,404,71,0,0
55,394,68,710,30,349,72
56,58,349,314,393,0,0
57,779,0,0,0,0,0
58,148,73,359,0,0,0
61,747,425,424,0,0,0
68,403,74,140,0,0,0
69,0,0,0,0,0,0
70,753,311,61,0,0,0
71,744,94,213,0,0,0
72,756,403,26,409,302,0
73,34,742,57,0,0,0
74,741,49,95,80,0,0
77,722,410,84,0,0,0
78,402,134,302,364,679,0
79,737,688,69,0,0,0
81,13,394,755,43,377,730
84,135,315,86,0,0,0
85,600,32,36,427,66,0
86,0,0,0,0,0,0
87,309,723,116,82,101,0
88,0,0,0,0,0,0
90,78,712,54,363,10,676
91,627,401,23,408,0,0
92,148,720,41,359,0,0
93,627,85,6,177,327,0
94,776,0,0,0,0,0
95,777,0,0,0,0,0
96,365,87,92,308,548,77
97,13,93,395,630,730,0
101,773,48,94,315,703,0
107,34,742,748,0,0,0
111,394,68,78,712,209,375
112,341,452,396,25,454,0
113,411,69,753,0,0,0
114,365,16,397,680,716,382
126,105,0,0,0,0,0
132,75,450,434,37,0,0
134,150,771,126,47,383,0
135,88,0,0,0,0,0
140,135,182,95,0,0,0
143,78,712,452,621,363,369
148,453,421,748,773,0,0
150,0,0,0,0,0,0
151,12,396,70,397,370,680
175,757,0,0,0,0,0
177,36,431,38,771,0,0
182,757,0,0,0,0,0
215,0,0,0,0,0,0
301,417,48,175,385,47,0
302,383,744,27,0,0,0
303,304,454,367,91,58,0
304,305,379,73,0,0,0
305,423,453,306,0,0,0
306,128,0,0,0,0,0
307,15,11,304,395,308,0
308,400,309,84,82,721,679
309,117,83,737,310,740,0
310,0,0,0,0,0,0
311,127,60,427,69,312,0
312,0,0,0,0,0,0
313,79,311,411,0,0,0
314,374,73,305,0,0,0
315,0,0,0,0,0,0
317,322,321,0,0,0,0
320,514,325,0,0,0,0
321,112,55,53,190,0,0
322,50,90,708,208,687,682
325,96,705,706,390,781,0
326,302,327,301,404,0,0
327,175,744,27,774,0,0
341,342,44,403,576,413,0
342,734,426,745,0,0,0
343,758,711,344,16,755,370
344,33,345,21,74,0,0
345,346,450,24,135,0,0
346,0,0,0,0,0,0
347,376,132,21,192,0,0
348,393,367,58,759,349,314
349,74,359,596,0,0,0
359,453,742,57,0,0,0
360,0,0,0,0,0,0
361,755,92,115,397,77,370
363,412,301,327,364,0,0
364,126,175,214,383,0,0
365,210,23,408,101,71,0
367,379,401,727,0,0,0
370,148,4,345,61,0,0
374,747,439,440,0,0,0
375,374,79,756,0,0,0
376,346,127,450,37,0,0
377,85,406,584,726,0,0
379,423,754,428,0,0,0
382,0,0,0,0,0,0
383,0,0,0,0,0,0
385,422,328,0,0,0,0
387,388,510,512,0,0,0
388,595,9,303,728,0,0
389,11,455,399,347,70,314
390,87,93,39,0,0,0
391,393,12,395,43,102,3
392,730,304,367,91,454,22
393,379,596,405,0,0,0
394,6,374,406,140,0,0
395,107,61,405,0,0,0
396,26,84,407,71,0,0
397,400,719,364,134,0,0
398,342,718,576,726,0,0
399,132,376,21,0,0,0
400,417,48,738,740,0,0
401,632,423,306,0,0,0
402,704,771,19,47,434,385
403,424,739,60,49,0,0
404,38,94,440,0,0,0
405,733,754,425,0,0,0
406,688,35,431,0,0,0
407,416,86,19,214,0,0
408,732,0,0,0,0,0
409,49,424,95,0,0,0
410,310,24,421,0,0,0
411,451,306,426,0,0,0
412,428,429,27,0,0,0
413,451,426,429,0,0,0
416,766,0,0,0,0,0
417,0,0,0,0,0,0
419,732,0,0,0,0,0
420,0,0,0,0,0,0
421,0,0,0,0,0,0
423,0,0,0,0,0,0
424,0,0,0,0,0,0
425,0,0,0,0,0,0
426,0,0,0,0,0,0
427,328,0,0,0,0,0
428,328,0,0,0,0,0
429,0,0,0,0,0,0
431,0,0,0,0,0,0
434,328,0,0,0,0,0
435,0,0,0,0,0,0
437,515,438,0,0,0,0
438,151,713,111,697,114,458
439,40,0,0,0,0,0
440,0,0,0,0,0,0
450,0,0,0,0,0,0
451,0,0,0,0,0,0
452,301,407,576,0,0,0
453,0,0,0,0,0,0
454,727,722,305,401,0,0
455,753,132,376,0,0,0
510,564,307,607,392,0,0
512,348,42,56,391,0,0
514,389,343,582,709,0,0
515,707,701,361,2,0,0
564,12,72,375,313,714,729
567,569,81,750,20,0,0
569,396,68,72,630,375,714
576,385,182,704,0,0,0
582,455,399,347,130,70,590
595,758,711,398,5,14,621
596,431,428,57,0,0,0
600,0,0,0,0,0,0
621,342,402,727,718,59,0
626,377,630,13,752,64,0
627,35,632,600,66,0,0
629,631,567,62,0,0,0
630,627,719,405,65,0,0
631,143,626,457,97,0,0
632,106,0,0,0,0,0
687,326,54,698,115,752,369
688,0,0,0,0,0,0
701,344,710,92,548,751,0
702,731,410,721,0,0,0
703,0,0,0,0,0,0
704,0,0,0,0,0,0
705,91,365,15,702,0,0
706,15,11,308,702,10,0
707,711,729,113,5,452,621
708,341,760,326,398,313,14
709,344,455,399,347,130,0
710,134,731,722,0,0,0
711,756,211,723,404,101,0
712,33,407,718,327,0,0
713,714,314,370,590,77,0
714,41,177,74,715,0,0
715,49,747,182,80,0,0
716,0,0,0,0,0,0
718,734,700,739,703,0,0
719,737,440,416,0,0,0
720,773,83,425,738,310,0
721,117,754,747,740,193,0
722,741,745,182,0,0,0
723,735,346,150,0,0,0
726,600,439,427,0,0,0
727,741,704,745,0,0,0
728,760,398,729,5,14,10
729,311,79,413,0,0,0
730,85,379,129,107,65,0
731,735,632,733,774,0,0
732,420,419,0,0,0,0
733,0,0,0,0,0,0
734,0,0,0,0,0,0
735,0,0,0,0,0,0
737,0,0,0,0,0,0
738,0,0,0,0,0,0
739,743,0,0,0,0,0
740,778,0,0,0,0,0
741,0,0,0,0,0,0
742,0,0,0,0,0,0
743,739,0,0,0,0,0
744,0,0,0,0,0,0
745,0,0,0,0,0,0
747,0,0,0,0,0,0
748,0,0,0,0,0,0
749,0,0,0,0,0,0
750,377,710,759,93,102,43
751,0,0,0,0,0,0
752,311,44,411,413,0,0
753,69,312,429,0,0,0
754,0,0,0,0,0,0
755,731,410,726,0,0,0
756,451,312,733,0,0,0
757,0,0,0,0,0,0
761,54,326,10,363,313,0
762,54,326,10,363,313,0
763,54,326,10,363,313,0
764,54,326,10,363,313,0
765,54,326,10,363,313,0
771,772,0,0,0,0,0
772,0,0,0,0,0,0
773,0,0,0,0,0,0
774,0,0,0,0,0,0
775,0,0,0,0,0,0
776,0,0,0,0,0,0
777,0,0,0,0,0,0
778,0,0,0,0,0,0
779,0,0,0,0,0,0
106,0,0,0,0,0,0
758,756,409,345,0,0,0
676,679,406,31,71,0,0
65,66,632,38,0,0,0
66,67,0,0,0,0,0
64,65,627,6,0,0,0
67,0,0,0,0,0,0
63,64,630,72,0,0,0
62,63,0,0,0,0,0
766,0,0,0,0,0,0
117,118,0,0,0,0,0
210,417,213,738,0,0,0
680,681,718,140,0,0,0
679,677,0,0,0,0,0
11,210,132,301,302,0,0
677,104,0,0,0,0,0
422,0,0,0,0,0,0
118,0,0,0,0,0,0
760,342,26,699,751,382,0
681,678,0,0,0,0,0
