id,digi1,digi2,digi3,digi4,digi5,digi6,level1,level2,level3,level4,level5,level6,variation1,variation2,variation3,variation4,variation5,variation6,unk13,unk14,unk15,unk16,unk9,unk10
0,707,711,723,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3013,"a"
1,702,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,3015,"a"
2,350,-1,-1,-1,-1,-1,99,99,99,99,99,99,1,1,1,1,1,1,1,0,0,0,0,"a"
3,820,821,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,1,0,0,0,0,"a"
4,92,349,341,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,1,0,0,0,0,"a"
5,148,359,727,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,1,0,0,0,0,"a"
6,453,57,745,-1,-1,-1,70,70,70,70,70,70,1,1,1,1,1,1,1,0,0,0,0,"a"
7,416,738,703,-1,-1,-1,85,85,85,85,85,85,1,1,1,1,1,1,1,0,0,0,0,"a"
8,88,743,150,-1,-1,-1,99,99,99,99,99,99,1,1,1,1,1,1,1,0,0,0,0,"a"
9,420,704,37,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"a"
10,309,215,721,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,"a"
11,387,320,-1,-1,-1,-1,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,"a"
12,322,387,-1,-1,-1,-1,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,"a"
13,438,-1,-1,-1,-1,-1,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,"a"
21,317,437,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
22,437,514,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
23,514,317,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
31,320,320,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
32,512,512,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
33,512,388,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
34,320,388,-1,-1,-1,-1,5,5,5,5,5,5,1,1,1,1,1,1,0,0,0,0,0,"a"
41,321,321,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
42,321,510,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
43,111,-1,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
44,510,307,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
45,582,582,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
46,56,-1,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,0,0,0,0,0,"a"
51,438,325,-1,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
52,438,438,-1,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
53,303,708,-1,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
54,325,96,325,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
55,438,389,438,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
56,389,96,708,-1,-1,-1,11,11,11,11,11,11,1,1,1,1,1,1,0,0,0,0,0,"a"
61,629,631,629,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
62,631,631,-1,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
63,112,595,-1,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
64,595,595,-1,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
65,711,-1,-1,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
66,750,-1,-1,-1,-1,-1,15,15,15,15,15,15,1,1,1,1,1,1,0,0,0,0,0,"a"
71,515,515,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
72,514,514,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
73,151,-1,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
74,151,151,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
81,392,705,392,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
82,343,705,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
83,392,454,392,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
84,9,454,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
85,454,454,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
86,14,361,-1,-1,-1,-1,18,18,18,18,18,18,1,1,1,1,1,1,0,0,0,0,0,"a"
91,567,70,567,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
92,706,55,707,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
93,70,314,-1,-1,-1,-1,21,21,21,21,21,21,1,1,1,1,1,1,0,0,0,0,0,"a"
101,90,90,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
102,90,81,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
103,708,399,708,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
104,313,399,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
105,391,304,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
106,113,-1,-1,-1,-1,-1,24,24,24,24,24,24,1,1,1,1,1,1,0,0,0,0,0,"a"
111,564,398,564,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
112,13,398,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
113,455,347,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
114,363,363,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
115,398,375,13,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
121,595,370,595,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
122,349,58,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
123,370,349,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
124,367,58,393,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
125,393,393,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
126,452,367,-1,-1,-1,-1,27,27,27,27,27,27,1,1,1,1,1,1,0,0,0,0,0,"a"
131,705,706,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
132,705,705,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
133,375,-1,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
134,375,375,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
135,397,-1,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
141,304,454,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
142,710,710,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
143,14,68,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
144,68,92,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
145,454,91,454,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
146,92,92,-1,-1,-1,-1,30,30,30,30,30,30,1,1,1,1,1,1,0,0,0,0,0,"a"
151,621,621,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
152,72,710,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
153,68,326,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
154,341,621,341,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
155,68,72,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
156,454,621,341,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
157,68,365,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
158,365,87,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
159,752,-1,-1,-1,-1,-1,33,33,33,33,33,33,1,1,1,1,1,1,0,0,0,0,0,"a"
161,347,347,-1,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
162,455,347,455,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
163,455,344,347,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
164,12,344,-1,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
165,344,702,-1,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
166,755,395,702,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
167,395,305,-1,-1,-1,-1,36,36,36,36,36,36,1,1,1,1,1,1,0,0,0,0,0,"a"
171,452,452,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
172,314,411,314,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
173,411,-1,-1,-1,-1,-1,38,38,38,38,38,38,1,1,1,1,1,1,0,0,0,0,0,"a"
181,341,396,711,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
182,621,401,621,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
183,341,342,341,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
184,412,413,-1,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
185,412,412,413,413,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
186,711,342,413,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
187,342,401,412,-1,-1,-1,41,41,41,41,41,41,1,1,1,1,1,1,0,0,0,0,0,"a"
191,630,377,630,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
192,394,15,-1,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
193,377,721,377,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
194,15,309,-1,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
195,301,301,-1,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
196,301,402,301,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
197,721,377,402,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
198,309,721,-1,-1,-1,-1,43,43,43,43,43,43,1,1,1,1,1,1,0,0,0,0,0,"a"
201,344,755,344,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
202,344,345,344,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
203,756,755,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
204,140,403,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
205,345,132,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
206,756,376,755,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
207,132,132,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
211,21,-1,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
212,376,-1,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
213,376,132,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
214,21,21,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
221,576,-1,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
222,403,-1,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
223,71,403,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
224,71,71,-1,-1,-1,-1,45,45,45,45,45,45,1,1,1,1,1,1,0,0,0,0,0,"a"
231,409,-1,-1,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
232,401,379,-1,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
233,410,409,410,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
234,305,401,-1,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
235,359,73,-1,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
236,379,405,-1,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
237,73,405,359,-1,-1,-1,47,47,47,47,47,47,1,1,1,1,1,1,0,0,0,0,0,"a"
241,301,402,-1,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
242,302,364,-1,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
243,134,407,-1,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
244,402,727,402,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
245,407,400,364,-1,-1,-1,49,49,49,49,49,49,1,1,1,1,1,1,0,0,0,0,0,"a"
